event_id,event_name,user_id,anonymous_id,sent_at,received_at,properties
evt_000191,product_viewed,user_125,anon_125,2026-08-22 10:24:00,2026-08-22 10:24:02,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000192,purchase,user_125,anon_125,2026-08-22 12:19:00,2026-08-22 12:19:03,"{""order_id"": ""ORD46462"", ""amount"": 748.5}"
evt_000193,add_to_cart,user_125,anon_125,2026-08-22 12:51:00,2026-08-22 12:51:03,"{""product_id"": ""P300"", ""quantity"": 4}"
evt_000194,page_view,user_125,anon_125,2026-08-22 15:21:00,2026-08-22 15:21:04,"{""page"": ""products"", ""device"": ""tablet""}"
evt_000195,add_to_cart,user_125,anon_125,2026-08-22 15:27:00,2026-08-22 15:27:01,"{""product_id"": ""P200"", ""quantity"": 1}"
evt_000196,page_view,,anon_028,2026-08-28 14:49:00,2026-08-28 14:49:02,"{""page"": ""about"", ""device"": ""desktop""}"
evt_000197,product_viewed,,anon_028,2026-08-28 15:14:00,2026-08-28 15:14:02,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000198,product_viewed,,anon_028,2026-08-28 15:16:00,2026-08-28 15:16:04,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000199,product_viewed,,anon_028,2026-08-28 15:21:00,2026-08-28 15:21:05,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000200,page_view,,anon_028,2026-08-28 15:25:00,2026-08-28 15:25:02,"{""page"": ""about"", ""device"": ""desktop""}"
evt_000201,identify,user_028,anon_028,2026-08-28 15:26:00,2026-08-28 15:26:05,"{""email"": ""user28@example.com"", ""name"": ""User 28""}"
evt_000202,purchase,user_028,anon_028,2026-08-28 15:51:00,2026-08-28 15:51:03,"{""order_id"": ""ORD84182"", ""amount"": 257.98}"
evt_000203,page_view,user_028,anon_028,2026-08-28 17:50:00,2026-08-28 17:50:03,"{""page"": ""checkout"", ""device"": ""desktop""}"
evt_000204,page_view,user_028,anon_028,2026-08-28 18:22:00,2026-08-28 18:22:02,"{""page"": ""about"", ""device"": ""mobile""}"
evt_000205,product_viewed,user_028,anon_028,2026-08-28 20:48:00,2026-08-28 20:48:03,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000206,product_viewed,user_028,anon_028,2026-08-28 21:37:00,2026-08-28 21:37:05,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000207,purchase,user_028,anon_028,2026-08-28 23:00:00,2026-08-28 23:00:05,"{""order_id"": ""ORD98763"", ""amount"": 1164.48}"
evt_000208,add_to_cart,user_028,anon_028,2026-08-29 01:19:00,2026-08-29 01:19:03,"{""product_id"": ""P400"", ""quantity"": 2}"
evt_000209,purchase,user_028,anon_028,2026-08-29 02:07:00,2026-08-29 02:07:01,"{""order_id"": ""ORD98783"", ""amount"": 153.45}"
evt_000210,product_viewed,,anon_174,2026-08-20 11:54:00,2026-08-20 11:54:04,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000211,product_viewed,,anon_174,2026-08-20 12:48:00,2026-08-20 12:48:05,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000212,product_viewed,,anon_174,2026-08-20 13:15:00,2026-08-20 13:15:04,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000213,identify,user_174,anon_174,2026-08-20 13:54:00,2026-08-20 13:54:01,"{""email"": ""user174@example.com"", ""name"": ""User 174""}"
evt_000214,add_to_cart,user_174,anon_174,2026-08-20 14:10:00,2026-08-20 14:10:04,"{""product_id"": ""P300"", ""quantity"": 4}"
evt_000215,product_viewed,user_174,anon_174,2026-08-20 16:47:00,2026-08-20 16:47:01,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000216,purchase,user_174,anon_174,2026-08-20 19:23:00,2026-08-20 19:23:04,"{""order_id"": ""ORD51904"", ""amount"": 1075.41}"
evt_000217,page_view,user_174,anon_174,2026-08-20 21:54:00,2026-08-20 21:54:03,"{""page"": ""products"", ""device"": ""desktop""}"
evt_000218,add_to_cart,user_174,anon_174,2026-08-20 22:50:00,2026-08-20 22:50:01,"{""product_id"": ""P100"", ""quantity"": 2}"
evt_000219,page_view,user_174,anon_174,2026-08-21 01:37:00,2026-08-21 01:37:01,"{""page"": ""about"", ""device"": ""mobile""}"
evt_000220,add_to_cart,user_174,anon_174,2026-08-21 03:30:00,2026-08-21 03:30:02,"{""product_id"": ""P400"", ""quantity"": 3}"
evt_000221,page_view,,anon_102,2026-08-27 15:06:00,2026-08-27 15:06:04,"{""page"": ""products"", ""device"": ""tablet""}"
evt_000222,page_view,,anon_102,2026-08-27 15:12:00,2026-08-27 15:12:02,"{""page"": ""about"", ""device"": ""tablet""}"
evt_000223,page_view,,anon_102,2026-08-27 15:58:00,2026-08-27 15:58:04,"{""page"": ""home"", ""device"": ""mobile""}"
evt_000224,page_view,,anon_102,2026-08-27 16:36:00,2026-08-27 16:36:03,"{""page"": ""products"", ""device"": ""tablet""}"
evt_000225,product_viewed,,anon_102,2026-08-27 16:44:00,2026-08-27 16:44:02,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000226,product_viewed,,anon_190,2026-08-24 17:10:00,2026-08-24 17:10:03,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000227,product_viewed,,anon_190,2026-08-24 17:42:00,2026-08-24 17:42:04,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000228,product_viewed,,anon_190,2026-08-24 18:06:00,2026-08-24 18:06:03,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000229,page_view,,anon_190,2026-08-24 18:09:00,2026-08-24 18:09:01,"{""page"": ""checkout"", ""device"": ""mobile""}"
evt_000230,identify,user_190,anon_190,2026-08-24 18:42:00,2026-08-24 18:42:05,"{""email"": ""user190@example.com"", ""name"": ""User 190""}"
evt_000231,purchase,user_190,anon_190,2026-08-24 19:11:00,2026-08-24 19:11:04,"{""order_id"": ""ORD45292"", ""amount"": 1302.35}"
evt_000232,page_view,,anon_183,2026-08-31 11:37:00,2026-08-31 11:37:04,"{""page"": ""products"", ""device"": ""mobile""}"
evt_000233,product_viewed,,anon_183,2026-08-31 11:39:00,2026-08-31 11:39:04,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000234,page_view,,anon_183,2026-08-31 12:18:00,2026-08-31 12:18:03,"{""page"": ""home"", ""device"": ""mobile""}"
evt_000235,page_view,,anon_183,2026-08-31 12:27:00,2026-08-31 12:27:05,"{""page"": ""checkout"", ""device"": ""desktop""}"
evt_000236,page_view,,anon_183,2026-08-31 12:36:00,2026-08-31 12:36:01,"{""page"": ""products"", ""device"": ""mobile""}"
evt_000237,identify,user_183,anon_183,2026-08-31 13:33:00,2026-08-31 13:33:01,"{""email"": ""user183@example.com"", ""name"": ""User 183""}"
evt_000238,add_to_cart,user_183,anon_183,2026-08-31 13:38:00,2026-08-31 13:38:05,"{""product_id"": ""P400"", ""quantity"": 3}"
evt_000239,purchase,user_183,anon_183,2026-08-31 15:56:00,2026-08-31 15:56:05,"{""order_id"": ""ORD92783"", ""amount"": 879.89}"
evt_000240,product_viewed,user_183,anon_183,2026-08-31 16:50:00,2026-08-31 16:50:04,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000241,product_viewed,user_183,anon_183,2026-08-31 18:33:00,2026-08-31 18:33:04,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000242,product_viewed,,anon_066,2026-09-06 13:26:00,2026-09-06 13:26:05,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000243,product_viewed,,anon_066,2026-09-06 13:33:00,2026-09-06 13:33:02,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000244,identify,user_066,anon_066,2026-09-06 14:02:00,2026-09-06 14:02:02,"{""email"": ""user66@example.com"", ""name"": ""User 66""}"
evt_000245,page_view,user_066,anon_066,2026-09-06 14:15:00,2026-09-06 14:15:05,"{""page"": ""products"", ""device"": ""desktop""}"
evt_000246,purchase,user_066,anon_066,2026-09-06 14:39:00,2026-09-06 14:39:04,"{""order_id"": ""ORD25740"", ""amount"": 57.18}"
evt_000247,page_view,,anon_008,2026-09-04 10:39:00,2026-09-04 10:39:01,"{""page"": ""checkout"", ""device"": ""desktop""}"
evt_000248,product_viewed,,anon_008,2026-09-04 10:40:00,2026-09-04 10:40:02,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000249,page_view,,anon_008,2026-09-04 11:15:00,2026-09-04 11:15:03,"{""page"": ""pricing"", ""device"": ""tablet""}"
evt_000250,page_view,,anon_008,2026-09-04 11:19:00,2026-09-04 11:19:01,"{""page"": ""home"", ""device"": ""tablet""}"
evt_000251,identify,user_008,anon_008,2026-09-04 11:32:00,2026-09-04 11:32:01,"{""email"": ""user8@example.com"", ""name"": ""User 8""}"
evt_000252,page_view,user_008,anon_008,2026-09-04 11:42:00,2026-09-04 11:42:01,"{""page"": ""pricing"", ""device"": ""tablet""}"
evt_000253,product_viewed,user_008,anon_008,2026-09-04 11:52:00,2026-09-04 11:52:05,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000254,purchase,user_008,anon_008,2026-09-04 12:35:00,2026-09-04 12:35:03,"{""order_id"": ""ORD81718"", ""amount"": 579.18}"
evt_000255,page_view,,anon_222,2026-09-04 15:05:00,2026-09-04 15:05:01,"{""page"": ""checkout"", ""device"": ""desktop""}"
evt_000256,product_viewed,,anon_222,2026-09-04 15:42:00,2026-09-04 15:42:01,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000257,page_view,,anon_222,2026-09-04 16:14:00,2026-09-04 16:14:02,"{""page"": ""checkout"", ""device"": ""mobile""}"
evt_000258,product_viewed,,anon_222,2026-09-04 16:42:00,2026-09-04 16:42:04,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000259,identify,user_222,anon_222,2026-09-04 17:25:00,2026-09-04 17:25:04,"{""email"": ""user222@example.com"", ""name"": ""User 222""}"
evt_000260,add_to_cart,user_222,anon_222,2026-09-04 17:32:00,2026-09-04 17:32:05,"{""product_id"": ""P200"", ""quantity"": 1}"
evt_000261,add_to_cart,user_222,anon_222,2026-09-04 19:27:00,2026-09-04 19:27:05,"{""product_id"": ""P400"", ""quantity"": 1}"
evt_000262,page_view,user_222,anon_222,2026-09-04 21:40:00,2026-09-04 21:40:04,"{""page"": ""products"", ""device"": ""tablet""}"
evt_000263,product_viewed,,anon_250,2026-09-08 19:06:00,2026-09-08 19:06:01,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000264,page_view,,anon_250,2026-09-08 20:05:00,2026-09-08 20:05:04,"{""page"": ""about"", ""device"": ""tablet""}"
evt_000265,page_view,,anon_250,2026-09-08 20:10:00,2026-09-08 20:10:01,"{""page"": ""home"", ""device"": ""tablet""}"
evt_000266,page_view,,anon_250,2026-09-08 20:39:00,2026-09-08 20:39:02,"{""page"": ""about"", ""device"": ""tablet""}"
evt_000267,identify,user_250,anon_250,2026-09-08 21:15:00,2026-09-08 21:15:01,"{""email"": ""user250@example.com"", ""name"": ""User 250""}"
evt_000268,purchase,user_250,anon_250,2026-09-08 21:35:00,2026-09-08 21:35:01,"{""order_id"": ""ORD32221"", ""amount"": 674.99}"
evt_000269,product_viewed,user_250,anon_250,2026-09-08 23:17:00,2026-09-08 23:17:01,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000270,product_viewed,user_250,anon_250,2026-09-09 00:22:00,2026-09-09 00:22:01,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000271,page_view,,anon_179,2026-09-05 16:42:00,2026-09-05 16:42:04,"{""page"": ""checkout"", ""device"": ""mobile""}"
evt_000272,product_viewed,,anon_179,2026-09-05 17:36:00,2026-09-05 17:36:04,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000273,page_view,,anon_179,2026-09-05 18:07:00,2026-09-05 18:07:02,"{""page"": ""pricing"", ""device"": ""mobile""}"
evt_000274,product_viewed,,anon_179,2026-09-05 18:30:00,2026-09-05 18:30:05,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000275,identify,user_179,anon_179,2026-09-05 19:12:00,2026-09-05 19:12:03,"{""email"": ""user179@example.com"", ""name"": ""User 179""}"
evt_000276,purchase,user_179,anon_179,2026-09-05 19:20:00,2026-09-05 19:20:02,"{""order_id"": ""ORD95581"", ""amount"": 1399.64}"
evt_000277,product_viewed,user_179,anon_179,2026-09-05 20:25:00,2026-09-05 20:25:04,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000278,product_viewed,user_179,anon_179,2026-09-05 21:02:00,2026-09-05 21:02:02,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000279,product_viewed,user_179,anon_179,2026-09-05 21:42:00,2026-09-05 21:42:04,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000280,purchase,user_179,anon_179,2026-09-05 23:49:00,2026-09-05 23:49:01,"{""order_id"": ""ORD73218"", ""amount"": 766.46}"
evt_000281,purchase,user_179,anon_179,2026-09-06 02:21:00,2026-09-06 02:21:02,"{""order_id"": ""ORD46951"", ""amount"": 380.68}"
evt_000282,product_viewed,user_179,anon_179,2026-09-06 03:17:00,2026-09-06 03:17:01,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000283,purchase,user_179,anon_179,2026-09-06 05:36:00,2026-09-06 05:36:02,"{""order_id"": ""ORD80775"", ""amount"": 351.45}"
evt_000284,product_viewed,,anon_143,2026-08-30 13:45:00,2026-08-30 13:45:04,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000285,page_view,,anon_143,2026-08-30 13:58:00,2026-08-30 13:58:03,"{""page"": ""pricing"", ""device"": ""tablet""}"
evt_000286,page_view,,anon_143,2026-08-30 14:43:00,2026-08-30 14:43:05,"{""page"": ""home"", ""device"": ""mobile""}"
evt_000287,page_view,,anon_143,2026-08-30 14:51:00,2026-08-30 14:51:05,"{""page"": ""pricing"", ""device"": ""tablet""}"
evt_000288,identify,user_143,anon_143,2026-08-30 15:30:00,2026-08-30 15:30:05,"{""email"": ""user143@example.com"", ""name"": ""User 143""}"
evt_000289,add_to_cart,user_143,anon_143,2026-08-30 15:37:00,2026-08-30 15:37:01,"{""product_id"": ""P300"", ""quantity"": 3}"
evt_000290,add_to_cart,user_143,anon_143,2026-08-30 16:14:00,2026-08-30 16:14:05,"{""product_id"": ""P100"", ""quantity"": 3}"
evt_000291,page_view,user_143,anon_143,2026-08-30 18:27:00,2026-08-30 18:27:04,"{""page"": ""checkout"", ""device"": ""tablet""}"
evt_000292,product_viewed,,anon_186,2026-08-27 14:06:00,2026-08-27 14:06:03,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000293,page_view,,anon_186,2026-08-27 14:42:00,2026-08-27 14:42:05,"{""page"": ""pricing"", ""device"": ""desktop""}"
evt_000294,product_viewed,,anon_186,2026-08-27 14:44:00,2026-08-27 14:44:05,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000295,page_view,,anon_186,2026-08-27 15:21:00,2026-08-27 15:21:02,"{""page"": ""checkout"", ""device"": ""desktop""}"
evt_000296,identify,user_186,anon_186,2026-08-27 16:07:00,2026-08-27 16:07:01,"{""email"": ""user186@example.com"", ""name"": ""User 186""}"
evt_000297,page_view,user_186,anon_186,2026-08-27 16:29:00,2026-08-27 16:29:05,"{""page"": ""products"", ""device"": ""tablet""}"
evt_000298,page_view,user_186,anon_186,2026-08-27 18:53:00,2026-08-27 18:53:01,"{""page"": ""pricing"", ""device"": ""tablet""}"
evt_000299,product_viewed,,anon_080,2026-08-30 20:47:00,2026-08-30 20:47:04,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000300,product_viewed,,anon_080,2026-08-30 21:18:00,2026-08-30 21:18:03,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000301,product_viewed,,anon_080,2026-08-30 21:32:00,2026-08-30 21:32:01,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000302,page_view,,anon_080,2026-08-30 22:23:00,2026-08-30 22:23:04,"{""page"": ""checkout"", ""device"": ""mobile""}"
evt_000303,product_viewed,,anon_080,2026-08-30 22:44:00,2026-08-30 22:44:04,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000304,identify,user_080,anon_080,2026-08-30 23:44:00,2026-08-30 23:44:01,"{""email"": ""user80@example.com"", ""name"": ""User 80""}"
evt_000305,product_viewed,user_080,anon_080,2026-08-31 00:04:00,2026-08-31 00:04:03,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000306,purchase,user_080,anon_080,2026-08-31 00:50:00,2026-08-31 00:50:04,"{""order_id"": ""ORD68082"", ""amount"": 586.74}"
evt_000307,purchase,user_080,anon_080,2026-08-31 03:23:00,2026-08-31 03:23:05,"{""order_id"": ""ORD53024"", ""amount"": 439.95}"
evt_000308,product_viewed,,anon_222,2026-08-31 10:48:00,2026-08-31 10:48:05,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000309,page_view,,anon_222,2026-08-31 11:29:00,2026-08-31 11:29:04,"{""page"": ""home"", ""device"": ""tablet""}"
evt_000310,page_view,,anon_222,2026-08-31 11:57:00,2026-08-31 11:57:02,"{""page"": ""about"", ""device"": ""desktop""}"
evt_000311,page_view,,anon_222,2026-08-31 12:01:00,2026-08-31 12:01:01,"{""page"": ""pricing"", ""device"": ""desktop""}"
evt_000312,page_view,,anon_222,2026-08-31 12:28:00,2026-08-31 12:28:01,"{""page"": ""checkout"", ""device"": ""mobile""}"
evt_000313,identify,user_222,anon_222,2026-08-31 13:20:00,2026-08-31 13:20:04,"{""email"": ""user222@example.com"", ""name"": ""User 222""}"
evt_000314,product_viewed,user_222,anon_222,2026-08-31 13:43:00,2026-08-31 13:43:02,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000315,add_to_cart,user_222,anon_222,2026-08-31 16:36:00,2026-08-31 16:36:05,"{""product_id"": ""P200"", ""quantity"": 2}"
evt_000316,product_viewed,user_222,anon_222,2026-08-31 18:39:00,2026-08-31 18:39:03,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000317,product_viewed,user_222,anon_222,2026-08-31 20:30:00,2026-08-31 20:30:01,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000318,page_view,,anon_177,2026-08-26 18:50:00,2026-08-26 18:50:05,"{""page"": ""pricing"", ""device"": ""mobile""}"
evt_000319,page_view,,anon_177,2026-08-26 19:13:00,2026-08-26 19:13:04,"{""page"": ""home"", ""device"": ""desktop""}"
evt_000320,product_viewed,,anon_177,2026-08-26 19:46:00,2026-08-26 19:46:01,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000321,product_viewed,,anon_177,2026-08-26 20:04:00,2026-08-26 20:04:01,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000322,identify,user_177,anon_177,2026-08-26 20:08:00,2026-08-26 20:08:04,"{""email"": ""user177@example.com"", ""name"": ""User 177""}"
evt_000323,page_view,user_177,anon_177,2026-08-26 20:09:00,2026-08-26 20:09:03,"{""page"": ""checkout"", ""device"": ""desktop""}"
evt_000324,product_viewed,,anon_240,2026-08-22 19:51:00,2026-08-22 19:51:03,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000325,product_viewed,,anon_240,2026-08-22 20:06:00,2026-08-22 20:06:02,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000326,product_viewed,,anon_240,2026-08-22 20:39:00,2026-08-22 20:39:02,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000327,product_viewed,,anon_240,2026-08-22 20:58:00,2026-08-22 20:58:03,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000328,page_view,,anon_240,2026-08-22 21:15:00,2026-08-22 21:15:03,"{""page"": ""home"", ""device"": ""tablet""}"
evt_000329,identify,user_240,anon_240,2026-08-22 21:39:00,2026-08-22 21:39:03,"{""email"": ""user240@example.com"", ""name"": ""User 240""}"
evt_000330,purchase,user_240,anon_240,2026-08-22 22:03:00,2026-08-22 22:03:04,"{""order_id"": ""ORD76206"", ""amount"": 134.65}"
evt_000331,product_viewed,,anon_042,2026-08-25 10:08:00,2026-08-25 10:08:05,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000332,product_viewed,,anon_042,2026-08-25 11:06:00,2026-08-25 11:06:04,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000333,page_view,,anon_042,2026-08-25 11:54:00,2026-08-25 11:54:01,"{""page"": ""home"", ""device"": ""desktop""}"
evt_000334,product_viewed,,anon_042,2026-08-25 12:22:00,2026-08-25 12:22:02,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000335,product_viewed,,anon_042,2026-08-25 12:40:00,2026-08-25 12:40:01,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000336,identify,user_042,anon_042,2026-08-25 13:39:00,2026-08-25 13:39:05,"{""email"": ""user42@example.com"", ""name"": ""User 42""}"
evt_000337,product_viewed,user_042,anon_042,2026-08-25 14:04:00,2026-08-25 14:04:05,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000338,page_view,,anon_135,2026-08-23 16:52:00,2026-08-23 16:52:03,"{""page"": ""home"", ""device"": ""mobile""}"
evt_000339,product_viewed,,anon_195,2026-08-20 18:26:00,2026-08-20 18:26:05,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000340,page_view,,anon_195,2026-08-20 18:50:00,2026-08-20 18:50:02,"{""page"": ""checkout"", ""device"": ""desktop""}"
evt_000341,page_view,,anon_195,2026-08-20 19:06:00,2026-08-20 19:06:04,"{""page"": ""about"", ""device"": ""desktop""}"
evt_000342,page_view,,anon_195,2026-08-20 19:20:00,2026-08-20 19:20:03,"{""page"": ""pricing"", ""device"": ""mobile""}"
evt_000343,identify,user_195,anon_195,2026-08-20 19:41:00,2026-08-20 19:41:02,"{""email"": ""user195@example.com"", ""name"": ""User 195""}"
evt_000344,page_view,user_195,anon_195,2026-08-20 20:01:00,2026-08-20 20:01:04,"{""page"": ""home"", ""device"": ""desktop""}"
evt_000345,purchase,user_195,anon_195,2026-08-20 21:09:00,2026-08-20 21:09:04,"{""order_id"": ""ORD13375"", ""amount"": 1043.4}"
evt_000346,add_to_cart,user_195,anon_195,2026-08-21 00:04:00,2026-08-21 00:04:03,"{""product_id"": ""P200"", ""quantity"": 3}"
evt_000347,page_view,user_195,anon_195,2026-08-21 01:30:00,2026-08-21 01:30:02,"{""page"": ""home"", ""device"": ""desktop""}"
evt_000348,page_view,user_195,anon_195,2026-08-21 04:06:00,2026-08-21 04:06:03,"{""page"": ""products"", ""device"": ""mobile""}"
evt_000349,product_viewed,user_195,anon_195,2026-08-21 06:43:00,2026-08-21 06:43:01,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000350,product_viewed,user_195,anon_195,2026-08-21 07:58:00,2026-08-21 07:58:05,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000351,purchase,user_195,anon_195,2026-08-21 09:17:00,2026-08-21 09:17:01,"{""order_id"": ""ORD57078"", ""amount"": 1366.41}"
evt_000352,product_viewed,,anon_122,2026-08-20 21:42:00,2026-08-20 21:42:02,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000353,page_view,,anon_122,2026-08-20 22:25:00,2026-08-20 22:25:05,"{""page"": ""pricing"", ""device"": ""desktop""}"
evt_000354,page_view,,anon_122,2026-08-20 22:29:00,2026-08-20 22:29:05,"{""page"": ""checkout"", ""device"": ""tablet""}"
evt_000355,product_viewed,,anon_122,2026-08-20 23:23:00,2026-08-20 23:23:04,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000356,identify,user_122,anon_122,2026-08-21 00:19:00,2026-08-21 00:19:05,"{""email"": ""user122@example.com"", ""name"": ""User 122""}"
evt_000357,product_viewed,user_122,anon_122,2026-08-21 00:46:00,2026-08-21 00:46:04,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000358,add_to_cart,user_122,anon_122,2026-08-21 02:44:00,2026-08-21 02:44:04,"{""product_id"": ""P300"", ""quantity"": 2}"
evt_000359,purchase,user_122,anon_122,2026-08-21 03:07:00,2026-08-21 03:07:01,"{""order_id"": ""ORD75202"", ""amount"": 1444.14}"
evt_000360,product_viewed,user_122,anon_122,2026-08-21 04:07:00,2026-08-21 04:07:01,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000361,page_view,user_122,anon_122,2026-08-21 05:43:00,2026-08-21 05:43:04,"{""page"": ""checkout"", ""device"": ""desktop""}"
evt_000362,product_viewed,,anon_043,2026-08-23 12:40:00,2026-08-23 12:40:05,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000363,page_view,,anon_043,2026-08-23 13:07:00,2026-08-23 13:07:02,"{""page"": ""checkout"", ""device"": ""tablet""}"
evt_000364,identify,user_043,anon_043,2026-08-23 13:22:00,2026-08-23 13:22:05,"{""email"": ""user43@example.com"", ""name"": ""User 43""}"
evt_000365,add_to_cart,user_043,anon_043,2026-08-23 13:30:00,2026-08-23 13:30:01,"{""product_id"": ""P300"", ""quantity"": 4}"
evt_000366,purchase,user_043,anon_043,2026-08-23 16:16:00,2026-08-23 16:16:05,"{""order_id"": ""ORD50255"", ""amount"": 1019.27}"
evt_000367,page_view,user_043,anon_043,2026-08-23 19:11:00,2026-08-23 19:11:05,"{""page"": ""pricing"", ""device"": ""tablet""}"
evt_000368,page_view,,anon_147,2026-09-02 21:14:00,2026-09-02 21:14:05,"{""page"": ""checkout"", ""device"": ""mobile""}"
evt_000369,product_viewed,,anon_147,2026-09-02 21:51:00,2026-09-02 21:51:04,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000370,product_viewed,,anon_147,2026-09-02 22:08:00,2026-09-02 22:08:01,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000371,page_view,,anon_138,2026-09-02 14:42:00,2026-09-02 14:42:05,"{""page"": ""home"", ""device"": ""tablet""}"
evt_000372,product_viewed,,anon_138,2026-09-02 15:13:00,2026-09-02 15:13:03,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000373,identify,user_138,anon_138,2026-09-02 15:57:00,2026-09-02 15:57:02,"{""email"": ""user138@example.com"", ""name"": ""User 138""}"
evt_000374,add_to_cart,user_138,anon_138,2026-09-02 16:06:00,2026-09-02 16:06:05,"{""product_id"": ""P200"", ""quantity"": 1}"
evt_000375,purchase,user_138,anon_138,2026-09-02 17:51:00,2026-09-02 17:51:03,"{""order_id"": ""ORD37351"", ""amount"": 221.76}"
evt_000376,purchase,user_138,anon_138,2026-09-02 19:48:00,2026-09-02 19:48:02,"{""order_id"": ""ORD14206"", ""amount"": 1297.44}"
evt_000377,page_view,,anon_228,2026-09-02 14:08:00,2026-09-02 14:08:01,"{""page"": ""checkout"", ""device"": ""mobile""}"
evt_000378,product_viewed,,anon_228,2026-09-02 14:30:00,2026-09-02 14:30:02,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000379,page_view,,anon_228,2026-09-02 15:24:00,2026-09-02 15:24:04,"{""page"": ""pricing"", ""device"": ""desktop""}"
evt_000380,page_view,,anon_228,2026-09-02 16:17:00,2026-09-02 16:17:03,"{""page"": ""products"", ""device"": ""tablet""}"
evt_000381,identify,user_228,anon_228,2026-09-02 16:34:00,2026-09-02 16:34:02,"{""email"": ""user228@example.com"", ""name"": ""User 228""}"
